salary,job_info,enterprise_attr,job_exp,job_url,enterprise_industry,job_num,job_enterprise,download_timeout,depth,enterprise_scale,edu,date,download_latency,job_place,job_name,download_slot
15-30/月,岗位职责:任职资格:,民营公司,3-4年经验,http://jobs.51job.com/beijing/75903715.html?s=01&t=0,"网络游戏,互联网/电子商务",招聘2人,竞技世界（北京）网络技术有限公司,180.0,3,500-1000人,本科,12-24,0.03223299980163574,北京,数据挖掘工程师(TSC)(000620)(000695),jobs.51job.com
8000-18000/月,"【岗位职责】1、搭建并维护管理Hadoop&spark集群，优化底层数据架构；2、编码 业务需求的沟通，撰写相关的技术文档，业务功能实现与单元测试，系统维护。3、基于Spark、hadoop、hbase等构建数据分析平台，进行设计、开发分布式计算业务（研发网络爬虫程序）4、负责Hadoop平台上的MapReduce、Hive、HBase、Mahout应用维护、管理；5、负责指导其他软件工程师基于Hadoop的MapReduce、Hive、HBase、mahout应用开发；【任职要求】1、计算机及相关专业，大专以上 ，工作时间2年以上；2、参与过较完整的数据采集、清洗、抽取、分析和建模工作；3、熟悉Hadoop、spark，深入理解Map/Reduce、Hive相关原理及高级特性，具有丰富的海量数据处理开发经验；4、具备良好的团队合作精神以及良好的沟通能力、领悟能力；5、有丰富的Hadoop集群部署、开发和维护管理经验；6、熟悉SQL，熟悉Mysql、Oracle；熟悉Redis,Memecached等，熟悉Linux下的常用命令；7、有Lucene、Solr等项目开发经验者优先，有分词、分类、聚类等信息处理及数据挖掘经验者优先；8、熟悉网络爬虫，分词、分类、聚类等信息处理/海量数据分析及数据挖掘经验优先；公司福利待遇：1、薪酬福利：绩效奖金、项目个人（团队）突出贡献奖等；2、工作时间：五天制工作日，8小时/天；3、享受国家法定假期及带薪年假；4、良好的企业文化氛围、融洽的合作团队及温馨的办公环境；5、提供更高更宽的职业平台，广阔的个人发展空间。",民营公司,2年经验,http://jobs.51job.com/guangzhou/75307041.html?s=01&t=0,计算机软件,招聘2人,广州银讯信息科技有限公司,180.0,3,50-150人,本科,12-24,0.04433703422546387,广州,Hadoop数据挖掘工程师,jobs.51job.com
30000-39999/月,"工作职责1.评估项目收益和KPI，利用模型算法改善业务KPI指标。2.设计和训练算法模型，指导分析师优化和改进算法模型，提升precision & recall。3.设计模型数据的检验方案，指导数据检验和异常侦测工作，提高系统防风险能力。4.编写算法说明书、与架构师一起设计模型植入系统的接口。5.指导其他算法工程师的算法调优工作。带领其他算法工程师攻坚克难。引领算法团队的技术方向。任职资格基本要求:1.3年或者以上机器学习/人工智能研究或实践经验2.在以下至少一个领域有深入的研究：a)统计/机器学习（回归(Logistic)，聚类，时间序列，分类树，Boosting，SVM，Random Forest，神经网络等）；推荐算法 （Collaborative Filtering, SVD++）；b)文本挖掘和语义分析(Na?ve Bayes, LDA, 知识图谱表示，结构化预测，语义解析，信息检索，知识挖掘等）3.熟悉和掌握算法模型训练软件之一(如R, SAS, SPSS,或者matlab等）。4.熟练下列数据库查询之一Hive、SQL Server、Oracel、MySQL、或者Teradata等。5.良好的逻辑思维能力，能够从海量数据中发现有价值的规律。6.不惧困难，面临挑战充满激情，面临挫折充满斗志，面临质疑临危不惧。7.具有良好的沟通能力，和良好的团队合作精神。有如下经验/能力者优先：1.有数学建模竞赛获奖2.Linux环境/Shell命令3.分布式计算Hadoop/hive/spark等相关技术4.基于集群的机器学习Spark ML、Mahout、或者R-Hadoop5.熟悉一种编程语言（Java、Python，或者Perl）6.在国内或者国际知名网站或期刊发表过算法论文7.有算法应用的有关专利",民营公司,8-9年经验,http://jobs.51job.com/shanghai-cnq/70993813.html?s=01&t=0,"计算机软件,互联网/电子商务",招聘1人,携程旅行网IT技术区,180.0,3,500-1000人,硕士,12-24,0.038848876953125,上海-长宁区,人工智能/机器学习/数据挖掘/数据科学/算法模型专家,jobs.51job.com
8000-9999/月,"1、统筹会员洞察和数据分析体系建设2、职责二：会员生命周期管理和营销策略数据模型搭建3、职责三：支持营销活动分析及会员洞察专项分析的数据挖掘1、三年以上数据分析经验，本科及以上学历，""计算机、统计学、数学等相关专业优先；2、熟练操作excel, 熟练操作Excel、SAS/SPSS等数据统计分析的工具；3、熟悉SQL语言，有BO系统操作经验优先""4、""较强的学习能力，对数字敏感，逻辑思维能力强；5、熟练掌握数据挖掘分析工具；6、熟悉各种分析方法和模型，有过案例经验者优先（如顾客生命周期管理、聚类分析、决策树、关联销售、RFM模型等）""",民营公司,3-4年经验,http://jobs.51job.com/wuhan-jhq/69526533.html?s=01&t=0,快速消费品(食品、饮料、化妆品),招聘1人,湖北良品铺子食品工业有限公司,180.0,3,10000人以上,本科,12-24,0.041723012924194336,武汉-江汉区,数据挖掘工程师,jobs.51job.com
10000-18000/月,岗位职责根据业务需求，完成大数据的抽取、转换、加载和可视化展示。任职要求1、计算机、应用数学或统计学等相关专业本科及以上学历；2、2年以上开发和架构设计经验，具有java和python 开发能力；3、具备BI/数据仓库的实际开发经验，熟悉使用kettle进行异构数据库之间数据同步；4、具备海量数据挖掘及分析相关项目经验，熟悉挖掘算法（例如逻辑回归、决策树、贝叶斯、神经网络等）；5、熟悉Hadoop、Spark以及各种nosql等大数据工具和方法；6、有强烈的责任感，主动性强，具有良好的团队合作精神和高度的责任心，能在较大压力下工作。,上市公司,2年经验,http://jobs.51job.com/guangzhou-thq/75782544.html?s=01&t=0,"金融/投资/证券,互联网/电子商务",招聘2人,PPmoney互联网金融平台,180.0,3,500-1000人,,12-24,0.05176901817321777,广州-天河区,数据挖掘工程师,jobs.51job.com
13000-20000/月,岗位职责：1、对公司数据进行分析，从数据中挖掘潜在的问题和商业价值，规划、设计基于挖掘模型的解决方案；2、挖掘用户在网站上的搜索、浏览、收藏、交易等行为特征，支持业务部门的数据化运营；3、分析网站上各类违规和违法行为（包括欺诈、被盗、炒作、违禁品等），构建精准的监控模型；4、根据业务需求和目标，将挖掘模型转化为实际应用。任职要求：1、软件工程、数据挖掘、数学、统计方向硕士及以上学历；2、最少2年数据挖掘实施经验，有较强的动手能力，熟悉各种数据挖掘分析算法，如：Apriori分析等；3、至少精通一门编程语言（JAVA/python/R），熟悉hadoop/hive/Spark等数据平台的开发和使用经验；4、具备良好的团队合作和沟通能力，喜欢研究数据挖掘或统计学习领域的前沿技术。,外资（非欧美）,2年经验,http://jobs.51job.com/nanjing-xwq/79856683.html?s=01&t=0,"批发/零售,快速消费品(食品、饮料、化妆品)",招聘1人,孩子王儿童用品股份有限公司,180.0,3,5000-10000人,本科,12-24,0.06795787811279297,南京-玄武区,总部-数据挖掘工程师,jobs.51job.com
15000-19999/月,"职位描述：1、研究数据挖掘或统计学习领域的前沿技术，并用于实际问题的解决和优化；2、前沿数据挖掘和机器学习算法研究及实现，为各种数据挖掘和机器学习应用研发核心技术；3、参与个性化推荐系统的设计、建模和持续改进。职位要求：1、2年以上相关经验,统计、数学、运筹学或计算机数据挖掘/机器学习方向；2、熟练的掌握统计机器学习方向技能（如：决策树、逻辑回归、神经网络、图模型，概率统计，最优化方法等），有良好的建模能力；3、熟悉互联网数据挖掘及银行零售信贷评分建模经验者优先；4、2年以上相关经验,统计、数学、运筹学或计算机数据挖掘/机器学习方向;5、有良好的工程实现能力，有代码工程实践经验；6、至少精通一门编程语言：C/C++,Linux/Unix Shell,Python,PHP编程，会用SPSS、R语言，熟悉网络编程、多线程、分布式编程技术，对数据结构和算法设计有较为深刻的理解。人才招聘公众号：yongbaozhiyu或直接公众号搜索执御。",民营公司,2年经验,http://jobs.51job.com/hangzhou/75971324.html?s=01&t=0,"互联网/电子商务,计算机软件",招聘若干人,浙江执御信息技术有限公司,180.0,3,500-1000人,本科,12-24,0.046061038970947266,杭州,数据挖掘工程师（电商标签挖掘方向）,jobs.51job.com
10-15万/年,"岗位要求：1、  计算机、应用数学、模式识别、人工智能、自控、统计、运筹学等专业的硕士及以上学历；2、  熟练掌握至少一种编程语言（Java、C++或Python），很强的工程实现能力；3、  对机器学习、数据挖掘算法及其在互联网行业的应用，有比较深入的认识和理解；4、  熟悉hadoop/mahout/MPI/spark等一个或多个分布式计算框架/算法平台；5、  有推荐系统、定向营销、电子商务、信息过滤、信息检索等方面的建模经验优先。工作职责：1、  负责海量数据的整合和分析, 参与数据挖掘算法的设计和开发；2、  根据不同来源的数据，制定数据清洗与处理规则；3、  根据不同的业务需求，设计不同的模型，给出高性能解决方案。",民营公司,,http://jobs.51job.com/hangzhou-bjq/77140084.html?s=01&t=0,"互联网/电子商务,计算机服务(系统、数据服务、维修)",招聘1人,杭州惠誉信息科技有限公司,180.0,3,少于50人,,12-24,0.04644417762756348,杭州-滨江区,数据挖掘工程师,jobs.51job.com
8000-15000/月,1、负责数据挖掘领域的分析研究，包括数据挖掘算法的分析研究，特定项目的数据挖掘模型的需求分析、建模。2、运用自然语言处理、机器学习等方法和技术，挖掘和分析海量互联网数据。3、数据平台建设，分析企业业务部门实际需求，规划、推进公司数据平台的建设及维护。岗位要求：1、本科及以上学历，有相关数据挖掘产品设计相关经验，侧重数据挖掘、数据产品。2、具有扎实的计算机操作系统、数据结构等编程基础，熟悉Java、Scala、Python语言。3、对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验。4、.沟通能力强，具备良好的执行力，有很强的团队协作和独立完成工作的能力，具备与技术人员沟通数据需求的能力。,民营公司,,http://jobs.51job.com/guangzhou/79242408.html?s=01&t=0,计算机软件,招聘1人,广州瑞云网络科技有限公司,180.0,3,少于50人,本科,12-24,0.0852360725402832,广州,数据挖掘工程师,jobs.51job.com
100000及以上/月,职位描述：1、负责搭建机器学习和数据挖掘相关系统及平台；2、海量用户画像与的构建及不断优化3、负责指导软件工程师进行海量数据的挖掘和分析，优化相关性结果任职要求：1、计算机、数学或统计学专业硕士及以上学历，有1年以上数据挖掘工作经验；2、扎实的机器学习，数据挖掘理论和技术基础，精通常见的数据挖掘工具；3、理解并擅长聚类和分类技术，有推荐系统经验；4、对数据敏感、能够洞察用户的兴趣及数据价值；,民营公司,,http://jobs.51job.com/beijing-ftq/84225415.html?s=01&t=0,生活服务,招聘若干人,北京星光慧诚信息有限公司,180.0,3,少于50人,,12-24,0.09831595420837402,北京-丰台区,高级数据挖掘工程师,jobs.51job.com
7000-10000/月,"一一、招聘要求：1、硕士及以上学历，数据挖掘工作经验丰富者，可适当放宽学历要求，数学、统计及相关专业，工作地点：美宜佳总部东莞；2、具有1年以上数据分析或挖掘工作经验；3、良好的书写与口头沟通能力；4、精通SQL语言及Excel；5、熟练掌握主流数据库，如MS SQL Server、Oracle或MySQL；6、熟练掌握主流分析工具，如：Spss, Matlab等等；二、工作职责：1、各类经营分析报表的制作；2、海量运营数据的分类汇总、分析研究和数据建模；3、对数据库信息进行深度挖掘和有效利用，充分实现数据的商业价值；4、跟踪并分析用户行为，为公司零售、批发、营销平台及企业信息化等领域的产品设计进行海量数据支持。",民营公司,3-4年经验,http://jobs.51job.com/dongguan/82207080.html?s=01&t=0,"批发/零售,快速消费品(食品、饮料、化妆品)",招聘2人,东莞市糖酒集团美宜佳便利店有限公司,180.0,3,1000-5000人,硕士,12-24,0.0360569953918457,东莞,数据挖掘师,jobs.51job.com
